Transcript stable ID	Gene stable ID	Gene type	Gene name
ENSRNOT00000052098.5	ENSRNOG00000031789	protein_coding	Rangap1
ENSRNOT00000090208.1	ENSRNOG00000031789	protein_coding	Rangap1
ENSRNOT00000015916.3	ENSRNOG00000022405	protein_coding	Neurog1
ENSRNOT00000004529.3	ENSRNOG00000003409	protein_coding	NEWGENE_1565644
ENSRNOT00000028892.4	ENSRNOG00000021269	protein_coding	Chgb
ENSRNOT00000057136.3	ENSRNOG00000007387	protein_coding	Per1
ENSRNOT00000038315.4	ENSRNOG00000027522	protein_coding	Slc25a54
ENSRNOT00000066247.3	ENSRNOG00000021052	protein_coding	Patl1
ENSRNOT00000051239.4	ENSRNOG00000032703	protein_coding	Rasgrp3
ENSRNOT00000079819.1	ENSRNOG00000032703	protein_coding	Rasgrp3
ENSRNOT00000025592.6	ENSRNOG00000018783	protein_coding	Bcas2
ENSRNOT00000018923.5	ENSRNOG00000013970	protein_coding	Cdt1
ENSRNOT00000046463.4	ENSRNOG00000006582	protein_coding	Aptx
ENSRNOT00000090891.1	ENSRNOG00000006582	protein_coding	Aptx
ENSRNOT00000004313.5	ENSRNOG00000003172	protein_coding	Serpinf1
ENSRNOT00000009120.8	ENSRNOG00000006587	protein_coding	Setd3
ENSRNOT00000075175.1	ENSRNOG00000047641	protein_coding	AABR07065651.2
ENSRNOT00000003026.6	ENSRNOG00000002214	protein_coding	Klhl8
ENSRNOT00000081600.1	ENSRNOG00000002214	protein_coding	Klhl8
ENSRNOT00000042207.5	ENSRNOG00000020703	protein_coding	Sipa1l3
ENSRNOT00000044441.1	ENSRNOG00000029628	protein_coding	Arl9
ENSRNOT00000064551.2	ENSRNOG00000010652	protein_coding	Dock6
ENSRNOT00000090424.1	ENSRNOG00000010652	protein_coding	Dock6
ENSRNOT00000044087.3	ENSRNOG00000010280	protein_coding	Pde8b
ENSRNOT00000041376.3	ENSRNOG00000032523	protein_coding	RGD1563157
ENSRNOT00000044805.3	ENSRNOG00000030408	protein_coding	Dnajb12
ENSRNOT00000089178.1	ENSRNOG00000059059	protein_coding	Skp2
ENSRNOT00000003075.7	ENSRNOG00000022256	protein_coding	Cxcl10
ENSRNOT00000065457.3	ENSRNOG00000018515	protein_coding	Det1
ENSRNOT00000001500.6	ENSRNOG00000001136	protein_coding	Pebp1
ENSRNOT00000072815.1	ENSRNOG00000048436	protein_coding	Or51t1
ENSRNOT00000044482.6	ENSRNOG00000001715	protein_coding	Ece2
ENSRNOT00000050861.5	ENSRNOG00000046046	protein_coding	Klra5
ENSRNOT00000038297.3	ENSRNOG00000027655	protein_coding	Clec4b2
ENSRNOT00000007919.7	ENSRNOG00000005856	protein_coding	Slc30a6
ENSRNOT00000056079.4	ENSRNOG00000019333	protein_coding	Hipk1
ENSRNOT00000008355.5	ENSRNOG00000005218	protein_coding	Sf3a1
ENSRNOT00000005686.4	ENSRNOG00000004226	protein_coding	Irak3
ENSRNOT00000049544.4	ENSRNOG00000046835	protein_coding	Vom2r71
ENSRNOT00000051964.5	ENSRNOG00000033815	protein_coding	AC142181.1
ENSRNOT00000067518.1	ENSRNOG00000003747	protein_coding	Asna1
ENSRNOT00000008372.7	ENSRNOG00000006334	protein_coding	Txndc16
ENSRNOT00000030426.3	ENSRNOG00000025934	protein_coding	LOC685964
ENSRNOT00000090023.1	ENSRNOG00000061328	protein_coding	Pag1
ENSRNOT00000051037.5	ENSRNOG00000030920	protein_coding	Rtn4r
ENSRNOT00000030943.6	ENSRNOG00000022260	protein_coding	Senp1
ENSRNOT00000080056.1	ENSRNOG00000022260	protein_coding	Senp1
ENSRNOT00000006005.6	ENSRNOG00000004556	protein_coding	Dcaf5
ENSRNOT00000011069.6	ENSRNOG00000008063	protein_coding	Hibadh
ENSRNOT00000074267.1	ENSRNOG00000046526	protein_coding	LOC100911489
ENSRNOT00000083365.1	ENSRNOG00000057750	processed_pseudogene	AABR07018058.1
ENSRNOT00000015529.4	ENSRNOG00000011416	protein_coding	Vegfc
ENSRNOT00000047750.4	ENSRNOG00000033057	protein_coding	Gapdh-ps2
ENSRNOT00000036798.6	ENSRNOG00000025979	protein_coding	Gramd2
ENSRNOT00000082135.1	ENSRNOG00000061707	protein_coding	Rexo1l1-ps1
ENSRNOT00000057317.4	ENSRNOG00000037757	protein_coding	Fam26f
ENSRNOT00000006582.7	ENSRNOG00000032391	protein_coding	Esyt2
ENSRNOT00000001720.4	ENSRNOG00000001277	protein_coding	Mafk
ENSRNOT00000009155.5	ENSRNOG00000030520	protein_coding	Sarnp
ENSRNOT00000047587.4	ENSRNOG00000031205	protein_coding	RGD1563124
ENSRNOT00000078639.1	ENSRNOG00000060626	protein_coding	Polk
ENSRNOT00000091418.1	ENSRNOG00000060626	protein_coding	Polk
ENSRNOT00000038166.6	ENSRNOG00000037295	protein_coding	Poc1a
ENSRNOT00000018244.5	ENSRNOG00000013397	protein_coding	Foxo1
ENSRNOT00000087627.1	ENSRNOG00000033611	protein_coding	Wdr83os
ENSRNOT00000065931.3	ENSRNOG00000033611	protein_coding	Wdr83os
ENSRNOT00000049138.2	ENSRNOG00000030999	protein_coding	AABR07037412.1
ENSRNOT00000091747.1	ENSRNOG00000010526	protein_coding	Dennd1a
ENSRNOT00000025443.4	ENSRNOG00000010526	protein_coding	Dennd1a
ENSRNOT00000011219.6	ENSRNOG00000007916	protein_coding	Ptk2
ENSRNOT00000079599.1	ENSRNOG00000007916	protein_coding	Ptk2
ENSRNOT00000016986.8	ENSRNOG00000012710	protein_coding	Ubac2
ENSRNOT00000057469.2	ENSRNOG00000012710	protein_coding	Ubac2
ENSRNOT00000034088.1	ENSRNOG00000026875	protein_coding	LOC100362798
ENSRNOT00000001815.6	ENSRNOG00000001341	protein_coding	Zfp113
ENSRNOT00000013296.2	ENSRNOG00000009979	protein_coding	Sebox
ENSRNOT00000075246.1	ENSRNOG00000050212	pseudogene	AABR07055631.1
ENSRNOT00000016135.6	ENSRNOG00000012099	protein_coding	Papd4
ENSRNOT00000037660.3	ENSRNOG00000025079	protein_coding	Fam126b
ENSRNOT00000074972.1	ENSRNOG00000046904	protein_coding	LOC108348085
ENSRNOT00000072972.1	ENSRNOG00000049667	protein_coding	AABR07030375.2
ENSRNOT00000006885.5	ENSRNOG00000005178	protein_coding	LOC689081
ENSRNOT00000036565.6	ENSRNOG00000050898	protein_coding	AABR07034730.2
ENSRNOT00000053641.1	ENSRNOG00000035518	miRNA	Mir217
ENSRNOT00000072481.2	ENSRNOG00000046497	protein_coding	Brap
ENSRNOT00000014354.6	ENSRNOG00000010514	protein_coding	Cachd1
ENSRNOT00000089882.1	ENSRNOG00000061254	miRNA	AABR07015042.1
ENSRNOT00000054835.3	ENSRNOG00000021000	protein_coding	Naaladl1
ENSRNOT00000087944.1	ENSRNOG00000053710	protein_coding	AABR07000159.2
ENSRNOT00000004829.8	ENSRNOG00000003603	protein_coding	Arhgap44
ENSRNOT00000071595.2	ENSRNOG00000003603	protein_coding	Arhgap44
ENSRNOT00000072320.1	ENSRNOG00000049875	miRNA	AABR07027633.1
ENSRNOT00000008427.6	ENSRNOG00000006380	protein_coding	Srsf6
ENSRNOT00000086395.1	ENSRNOG00000055723	miRNA	AABR07022470.1
ENSRNOT00000015722.7	ENSRNOG00000011758	protein_coding	Fkbp7
ENSRNOT00000038057.5	ENSRNOG00000022421	protein_coding	Crtc1
ENSRNOT00000071052.1	ENSRNOG00000047105	miRNA	AABR07067291.1
ENSRNOT00000026657.7	ENSRNOG00000050864	protein_coding	Rbm12
ENSRNOT00000077460.1	ENSRNOG00000052832	snoRNA	SNORA51
ENSRNOT00000072992.1	ENSRNOG00000047971	protein_coding	LOC100910528
ENSRNOT00000021783.8	ENSRNOG00000016172	protein_coding	Ric1
ENSRNOT00000051266.1	ENSRNOG00000029233	protein_coding	Olr30
ENSRNOT00000070518.3	ENSRNOG00000045251	rRNA	5S_rRNA
ENSRNOT00000088016.1	ENSRNOG00000012084	protein_coding	Xpnpep1
ENSRNOT00000033148.3	ENSRNOG00000012084	protein_coding	Xpnpep1
ENSRNOT00000083804.1	ENSRNOG00000053092	snoRNA	SNORD115
ENSRNOT00000039186.3	ENSRNOG00000025940	protein_coding	Mettl9
ENSRNOT00000071204.2	ENSRNOG00000054408	pseudogene	AABR07021687.1
ENSRNOT00000085246.1	ENSRNOG00000007528	protein_coding	Kcnh7
ENSRNOT00000009920.4	ENSRNOG00000007528	protein_coding	Kcnh7
ENSRNOT00000082573.1	ENSRNOG00000052930	snoRNA	SNORD115
ENSRNOT00000086866.1	ENSRNOG00000056740	protein_coding	Cylc1
ENSRNOT00000041157.1	ENSRNOG00000050142	protein_coding	Olr1058
ENSRNOT00000041688.5	ENSRNOG00000033573	protein_coding	Sgk2
ENSRNOT00000078242.1	ENSRNOG00000058025	snoRNA	SNORA17
ENSRNOT00000088449.1	ENSRNOG00000004405	protein_coding	Pigr
ENSRNOT00000087664.1	ENSRNOG00000004405	protein_coding	Pigr
ENSRNOT00000005853.5	ENSRNOG00000004405	protein_coding	Pigr
ENSRNOT00000074021.2	ENSRNOG00000049523	pseudogene	AC097153.2
ENSRNOT00000087205.1	ENSRNOG00000052410	snoRNA	SNORA17
ENSRNOT00000014807.6	ENSRNOG00000010977	protein_coding	Igfbp6
ENSRNOT00000077841.1	ENSRNOG00000054424	miRNA	AABR07008103.1
ENSRNOT00000051887.4	ENSRNOG00000033792	protein_coding	RGD1565622
ENSRNOT00000050038.4	ENSRNOG00000002506	protein_coding	Cdkl2
ENSRNOT00000079304.1	ENSRNOG00000002506	protein_coding	Cdkl2
ENSRNOT00000046771.4	ENSRNOG00000002506	protein_coding	Cdkl2
ENSRNOT00000020924.4	ENSRNOG00000015585	protein_coding	Suv39h2
ENSRNOT00000077953.1	ENSRNOG00000015585	protein_coding	Suv39h2
ENSRNOT00000014666.3	ENSRNOG00000010932	protein_coding	Matn1
ENSRNOT00000073076.1	ENSRNOG00000049501	protein_coding	AABR07061048.1
ENSRNOT00000080079.1	ENSRNOG00000059209	scaRNA	SCARNA15
ENSRNOT00000080851.1	ENSRNOG00000056627	protein_coding	AABR07008319.1
ENSRNOT00000030583.4	ENSRNOG00000028198	protein_coding	Sh2b3
ENSRNOT00000023358.3	ENSRNOG00000017244	protein_coding	Rnf186
ENSRNOT00000083846.1	ENSRNOG00000061120	snRNA	U6
ENSRNOT00000068439.2	ENSRNOG00000047338	protein_coding	RGD1563780
ENSRNOT00000083532.1	ENSRNOG00000057523	snoRNA	SNORD115
ENSRNOT00000012464.4	ENSRNOG00000046788	protein_coding	AABR07012317.1
ENSRNOT00000013116.6	ENSRNOG00000009730	protein_coding	Cyp7b1
ENSRNOT00000082084.1	ENSRNOG00000009730	protein_coding	Cyp7b1
ENSRNOT00000069086.2	ENSRNOG00000043819	miRNA	AC120949.1
ENSRNOT00000030005.4	ENSRNOG00000028581	protein_coding	Ccdc138
ENSRNOT00000027755.6	ENSRNOG00000020468	protein_coding	Stard4
ENSRNOT00000079181.1	ENSRNOG00000061766	snRNA	U6
ENSRNOT00000023386.6	ENSRNOG00000017365	protein_coding	Klhl35
ENSRNOT00000074631.2	ENSRNOG00000046907	protein_coding	Olr716
ENSRNOT00000012388.4	ENSRNOG00000009354	protein_coding	Nrarp
ENSRNOT00000077724.1	ENSRNOG00000060696	snRNA	U6
ENSRNOT00000002054.3	ENSRNOG00000020801	protein_coding	Cyp2b15
ENSRNOT00000011474.6	ENSRNOG00000008642	protein_coding	Snx11
ENSRNOT00000081348.1	ENSRNOG00000008642	protein_coding	Snx11
ENSRNOT00000089146.1	ENSRNOG00000008642	protein_coding	Snx11
ENSRNOT00000079615.1	ENSRNOG00000057019	misc_RNA	7SK
ENSRNOT00000050474.5	ENSRNOG00000021044	protein_coding	Gpatch8
ENSRNOT00000061342.5	ENSRNOG00000022837	protein_coding	Slc25a40
ENSRNOT00000030352.6	ENSRNOG00000022837	protein_coding	Slc25a40
ENSRNOT00000084914.1	ENSRNOG00000056488	snRNA	U1
ENSRNOT00000029628.6	ENSRNOG00000013391	protein_coding	Sorbs2
ENSRNOT00000035454.4	ENSRNOG00000023720	protein_coding	Ntm
ENSRNOT00000019127.5	ENSRNOG00000026295	protein_coding	Rbpjl
ENSRNOT00000083081.1	ENSRNOG00000054091	snoRNA	SNORA38
ENSRNOT00000079693.1	ENSRNOG00000051665	snoRNA	SNORA17
ENSRNOT00000065507.1	ENSRNOG00000042061	pseudogene	AABR07071500.1
ENSRNOT00000084229.1	ENSRNOG00000058567	protein_coding	Olr465
ENSRNOT00000006869.6	ENSRNOG00000005162	protein_coding	Cst9l
ENSRNOT00000032685.4	ENSRNOG00000021303	protein_coding	Drc3
ENSRNOT00000078162.1	ENSRNOG00000022884	protein_coding	Cd84
ENSRNOT00000050547.5	ENSRNOG00000022884	protein_coding	Cd84
ENSRNOT00000089618.1	ENSRNOG00000051422	snoRNA	SNORA17
ENSRNOT00000084216.1	ENSRNOG00000032539	protein_coding	Spag8
ENSRNOT00000040641.2	ENSRNOG00000032539	protein_coding	Spag8
ENSRNOT00000089266.1	ENSRNOG00000013092	protein_coding	Lonrf3
ENSRNOT00000017550.4	ENSRNOG00000013092	protein_coding	Lonrf3
ENSRNOT00000082644.1	ENSRNOG00000051616	lincRNA	AABR07014823.1
ENSRNOT00000074583.1	ENSRNOG00000049517	protein_coding	Tnfaip3
ENSRNOT00000082454.1	ENSRNOG00000058129	lincRNA	AABR07030910.1
ENSRNOT00000027441.6	ENSRNOG00000020230	protein_coding	Pias4
ENSRNOT00000083586.1	ENSRNOG00000055490	lincRNA	AABR07065348.2
ENSRNOT00000002382.5	ENSRNOG00000001748	protein_coding	Polr2h
ENSRNOT00000019262.7	ENSRNOG00000014291	protein_coding	Elp3
ENSRNOT00000016625.6	ENSRNOG00000012386	protein_coding	Zbtb38
ENSRNOT00000064130.2	ENSRNOG00000042292	pseudogene	AABR07004993.1
ENSRNOT00000080790.1	ENSRNOG00000058273	lincRNA	AABR07008594.1
ENSRNOT00000011359.4	ENSRNOG00000008594	protein_coding	RGD1564345
ENSRNOT00000007276.5	ENSRNOG00000005256	protein_coding	Zc3h15
ENSRNOT00000090771.1	ENSRNOG00000045920	protein_coding	Mcu
ENSRNOT00000071477.1	ENSRNOG00000045920	protein_coding	Mcu
ENSRNOT00000088173.1	ENSRNOG00000056419	lincRNA	AABR07036507.1
ENSRNOT00000012391.6	ENSRNOG00000009253	protein_coding	Igsf9b
ENSRNOT00000021730.3	ENSRNOG00000015992	protein_coding	Ccl20
ENSRNOT00000030462.5	ENSRNOG00000010345	protein_coding	Ssmem1
ENSRNOT00000088235.1	ENSRNOG00000010345	protein_coding	Ssmem1
ENSRNOT00000082314.1	ENSRNOG00000061489	protein_coding	AABR07022999.1
ENSRNOT00000044413.3	ENSRNOG00000034134	protein_coding	Cpm
ENSRNOT00000024981.6	ENSRNOG00000018382	protein_coding	Inpp4b
ENSRNOT00000025013.4	ENSRNOG00000018382	protein_coding	Inpp4b
ENSRNOT00000016390.7	ENSRNOG00000012216	protein_coding	Tgfbi
ENSRNOT00000090667.1	ENSRNOG00000057473	protein_coding	AABR07050712.1
ENSRNOT00000092158.1	ENSRNOG00000028910	protein_coding	RGD1565536
ENSRNOT00000045362.4	ENSRNOG00000028910	protein_coding	RGD1565536
ENSRNOT00000091920.1	ENSRNOG00000053361	protein_coding	Olr444
ENSRNOT00000086010.1	ENSRNOG00000040136	protein_coding	LOC681766
ENSRNOT00000061746.2	ENSRNOG00000040136	protein_coding	LOC681766
ENSRNOT00000091510.1	ENSRNOG00000057031	protein_coding	Six3
ENSRNOT00000089174.1	ENSRNOG00000057031	protein_coding	Six3
ENSRNOT00000014063.6	ENSRNOG00000010572	protein_coding	Pus7
ENSRNOT00000026297.6	ENSRNOG00000042983	protein_coding	Nudt21
ENSRNOT00000008161.4	ENSRNOG00000006079	protein_coding	Psd4
ENSRNOT00000008269.7	ENSRNOG00000006311	protein_coding	Ccr9
ENSRNOT00000042254.5	ENSRNOG00000037025	protein_coding	Smgc
ENSRNOT00000046873.5	ENSRNOG00000008607	protein_coding	U2surp
ENSRNOT00000011609.7	ENSRNOG00000008607	protein_coding	U2surp
ENSRNOT00000082953.1	ENSRNOG00000051615	protein_coding	Hmgn2
ENSRNOT00000074864.1	ENSRNOG00000046786	protein_coding	LOC684709
ENSRNOT00000034944.5	ENSRNOG00000026610	protein_coding	Akirin1
ENSRNOT00000072242.2	ENSRNOG00000048478	protein_coding	Kcne4
ENSRNOT00000082011.1	ENSRNOG00000055972	pseudogene	AC128394.1
ENSRNOT00000082940.1	ENSRNOG00000055082	protein_coding	Maz
ENSRNOT00000086019.1	ENSRNOG00000055082	protein_coding	Maz
ENSRNOT00000084846.1	ENSRNOG00000059572	protein_coding	Tsen34
ENSRNOT00000042412.5	ENSRNOG00000033502	protein_coding	Ribc2
ENSRNOT00000050834.6	ENSRNOG00000005608	protein_coding	Tead4
ENSRNOT00000032991.6	ENSRNOG00000049295	protein_coding	AABR07071891.1
ENSRNOT00000019761.6	ENSRNOG00000014690	protein_coding	Pigt
ENSRNOT00000018467.6	ENSRNOG00000013013	protein_coding	Tle3
ENSRNOT00000043307.1	ENSRNOG00000030782	protein_coding	Olr283
ENSRNOT00000060930.1	ENSRNOG00000039726	protein_coding	LOC307727
ENSRNOT00000033723.4	ENSRNOG00000026265	protein_coding	Magec2
ENSRNOT00000086576.1	ENSRNOG00000008346	protein_coding	Itgb6
ENSRNOT00000011030.4	ENSRNOG00000008346	protein_coding	Itgb6
ENSRNOT00000004354.5	ENSRNOG00000003263	protein_coding	Lefty1
ENSRNOT00000041334.1	ENSRNOG00000033449	protein_coding	LOC499573
ENSRNOT00000024891.6	ENSRNOG00000018000	protein_coding	Ranbp10
ENSRNOT00000060521.2	ENSRNOG00000039489	protein_coding	Tmem253
ENSRNOT00000011948.4	ENSRNOG00000008965	protein_coding	Socs2
ENSRNOT00000051590.2	ENSRNOG00000010235	protein_coding	Pkig
ENSRNOT00000080707.1	ENSRNOG00000010235	protein_coding	Pkig
ENSRNOT00000002040.4	ENSRNOG00000001490	protein_coding	Pdcd2
ENSRNOT00000082630.1	ENSRNOG00000058001	protein_coding	AC131024.1
ENSRNOT00000049363.3	ENSRNOG00000048753	protein_coding	AABR07008350.1
ENSRNOT00000092168.1	ENSRNOG00000054331	protein_coding	Wdpcp
ENSRNOT00000035656.3	ENSRNOG00000025590	protein_coding	Arl14epl
ENSRNOT00000091880.1	ENSRNOG00000052387	pseudogene	AABR07027878.1
ENSRNOT00000004290.4	ENSRNOG00000003148	protein_coding	Timp2
ENSRNOT00000005428.7	ENSRNOG00000004093	protein_coding	Rhot1
ENSRNOT00000082685.1	ENSRNOG00000004093	protein_coding	Rhot1
ENSRNOT00000006218.5	ENSRNOG00000004093	protein_coding	Rhot1
ENSRNOT00000079696.1	ENSRNOG00000004093	protein_coding	Rhot1
ENSRNOT00000055073.4	ENSRNOG00000003491	protein_coding	Prkca
ENSRNOT00000004699.8	ENSRNOG00000003491	protein_coding	Prkca
ENSRNOT00000011026.5	ENSRNOG00000007975	protein_coding	Ncoa2
ENSRNOT00000012424.7	ENSRNOG00000009145	protein_coding	Klf12
ENSRNOT00000090009.1	ENSRNOG00000009145	protein_coding	Klf12
ENSRNOT00000061995.3	ENSRNOG00000040281	protein_coding	Zc3h10
ENSRNOT00000071145.1	ENSRNOG00000049321	protein_coding	LOC100912371
ENSRNOT00000015495.5	ENSRNOG00000011339	protein_coding	Slk
ENSRNOT00000020367.3	ENSRNOG00000015188	protein_coding	LOC100909998
ENSRNOT00000087968.1	ENSRNOG00000020340	protein_coding	Brd8
ENSRNOT00000048752.3	ENSRNOG00000020340	protein_coding	Brd8
ENSRNOT00000079758.1	ENSRNOG00000054552	protein_coding	Gm19345
ENSRNOT00000006459.5	ENSRNOG00000004676	protein_coding	Pak3
ENSRNOT00000089141.1	ENSRNOG00000004676	protein_coding	Pak3
ENSRNOT00000046268.4	ENSRNOG00000030109	protein_coding	Kpna5
ENSRNOT00000000256.4	ENSRNOG00000000239	protein_coding	Ccl7
ENSRNOT00000008362.4	ENSRNOG00000005943	protein_coding	Sp8
ENSRNOT00000010156.5	ENSRNOG00000007740	protein_coding	Tacstd2
ENSRNOT00000027497.6	ENSRNOG00000020263	protein_coding	Atp1a3
ENSRNOT00000079568.1	ENSRNOG00000051869	protein_coding	AABR07013931.1
ENSRNOT00000008963.7	ENSRNOG00000006770	protein_coding	Brd4
ENSRNOT00000091368.1	ENSRNOG00000006770	protein_coding	Brd4
ENSRNOT00000002704.6	ENSRNOG00000001973	protein_coding	Ugt2a1
ENSRNOT00000041514.4	ENSRNOG00000001973	protein_coding	Ugt2a1
ENSRNOT00000087991.1	ENSRNOG00000001973	protein_coding	Ugt2a1
ENSRNOT00000002705.6	ENSRNOG00000001973	protein_coding	Ugt2a1
ENSRNOT00000048482.4	ENSRNOG00000001973	protein_coding	Ugt2a1
ENSRNOT00000068105.3	ENSRNOG00000043023	protein_coding	Msmp
ENSRNOT00000028833.5	ENSRNOG00000021229	protein_coding	Avp
ENSRNOT00000082190.1	ENSRNOG00000055247	protein_coding	LOC100909481
ENSRNOT00000000475.7	ENSRNOG00000026407	protein_coding	Fam184a
ENSRNOT00000065292.3	ENSRNOG00000028812	protein_coding	Trim80
ENSRNOT00000086948.1	ENSRNOG00000056221	protein_coding	Frmpd3
ENSRNOT00000080724.1	ENSRNOG00000011781	protein_coding	Oplah
ENSRNOT00000077314.1	ENSRNOG00000011781	protein_coding	Oplah
ENSRNOT00000016424.3	ENSRNOG00000011781	protein_coding	Oplah
ENSRNOT00000082738.1	ENSRNOG00000056658	protein_coding	Xylt1
ENSRNOT00000026163.4	ENSRNOG00000019290	protein_coding	Pskh1
ENSRNOT00000089921.1	ENSRNOG00000019290	protein_coding	Pskh1
ENSRNOT00000075541.1	ENSRNOG00000050976	pseudogene	AABR07050354.1
ENSRNOT00000012408.3	ENSRNOG00000009265	protein_coding	Kcnk9
ENSRNOT00000014949.4	ENSRNOG00000011082	protein_coding	Fabp9
ENSRNOT00000071347.1	ENSRNOG00000049412	pseudogene	AABR07002181.1
ENSRNOT00000084217.1	ENSRNOG00000036798	protein_coding	Dusp3
ENSRNOT00000055194.3	ENSRNOG00000036798	protein_coding	Dusp3
ENSRNOT00000072579.1	ENSRNOG00000049738	protein_coding	AABR07006232.1
ENSRNOT00000039917.6	ENSRNOG00000031032	protein_coding	Hmgn3
ENSRNOT00000074896.3	ENSRNOG00000031032	protein_coding	Hmgn3
ENSRNOT00000072225.1	ENSRNOG00000031032	protein_coding	Hmgn3
ENSRNOT00000047151.2	ENSRNOG00000007922	protein_coding	Cldn19
ENSRNOT00000072565.1	ENSRNOG00000049949	protein_coding	Hapln4
ENSRNOT00000078819.1	ENSRNOG00000054086	protein_coding	Sp5
ENSRNOT00000054973.3	ENSRNOG00000036698	protein_coding	Nploc4
ENSRNOT00000080188.1	ENSRNOG00000036698	protein_coding	Nploc4
ENSRNOT00000038300.4	ENSRNOG00000021302	protein_coding	Tmem91
ENSRNOT00000058034.4	ENSRNOG00000038130	protein_coding	Defb51
ENSRNOT00000008508.7	ENSRNOG00000025604	protein_coding	Atad2
ENSRNOT00000071515.1	ENSRNOG00000045595	protein_coding	Tnfsf9
ENSRNOT00000007295.6	ENSRNOG00000005388	protein_coding	Rassf3
ENSRNOT00000023459.8	ENSRNOG00000017151	protein_coding	Rnf214
ENSRNOT00000026575.4	ENSRNOG00000019626	protein_coding	Slc27a5
ENSRNOT00000030519.4	ENSRNOG00000022736	protein_coding	Cdkn2aip
ENSRNOT00000031692.6	ENSRNOG00000022565	protein_coding	Lrrc25
ENSRNOT00000037519.6	ENSRNOG00000023296	protein_coding	Wtip
ENSRNOT00000051289.5	ENSRNOG00000061890	protein_coding	Ust5r
ENSRNOT00000008614.7	ENSRNOG00000006403	protein_coding	Nectin1
ENSRNOT00000061231.4	ENSRNOG00000039876	protein_coding	LOC681410
ENSRNOT00000040969.4	ENSRNOG00000010795	protein_coding	Cnot4
ENSRNOT00000010873.7	ENSRNOG00000008187	protein_coding	Ubash3b
ENSRNOT00000019419.5	ENSRNOG00000014162	protein_coding	Plekhb2
ENSRNOT00000001051.7	ENSRNOG00000000802	protein_coding	Tbc1d32
ENSRNOT00000000637.5	ENSRNOG00000000529	protein_coding	Pim1
ENSRNOT00000088194.1	ENSRNOG00000058521	protein_coding	AABR07042226.1
ENSRNOT00000085520.1	ENSRNOG00000052811	protein_coding	AABR07050543.1
ENSRNOT00000024436.7	ENSRNOG00000018159	protein_coding	Anxa4
ENSRNOT00000080502.1	ENSRNOG00000018159	protein_coding	Anxa4
ENSRNOT00000009430.6	ENSRNOG00000007018	protein_coding	Mapkbp1
ENSRNOT00000015818.5	ENSRNOG00000011207	protein_coding	Gh1
ENSRNOT00000077625.1	ENSRNOG00000004686	protein_coding	Spop
ENSRNOT00000006230.5	ENSRNOG00000004686	protein_coding	Spop
ENSRNOT00000087445.1	ENSRNOG00000060435	protein_coding	Kcnq4
ENSRNOT00000091636.1	ENSRNOG00000055735	protein_coding	Olr1288
ENSRNOT00000046737.4	ENSRNOG00000032170	protein_coding	AABR07003250.1
ENSRNOT00000079679.1	ENSRNOG00000060269	protein_coding	Vwce
ENSRNOT00000023732.7	ENSRNOG00000043280	protein_coding	Vom2r38
ENSRNOT00000056515.3	ENSRNOG00000043280	protein_coding	Vom2r38
ENSRNOT00000026373.5	ENSRNOG00000019482	protein_coding	Gnao1
ENSRNOT00000038994.3	ENSRNOG00000003622	protein_coding	Cybb
ENSRNOT00000064305.3	ENSRNOG00000019202	protein_coding	PVR
ENSRNOT00000006185.6	ENSRNOG00000004492	protein_coding	Mterf3
ENSRNOT00000020672.7	ENSRNOG00000015101	protein_coding	Mak
ENSRNOT00000043774.5	ENSRNOG00000030316	protein_coding	Otogl
ENSRNOT00000006566.6	ENSRNOG00000046159	protein_coding	Gns
ENSRNOT00000041839.3	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000046849.5	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000045165.3	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000025536.5	ENSRNOG00000018674	protein_coding	Ntrk3
ENSRNOT00000080337.1	ENSRNOG00000003461	protein_coding	Zfp330
ENSRNOT00000004614.5	ENSRNOG00000003461	protein_coding	Zfp330
ENSRNOT00000047954.4	ENSRNOG00000013251	protein_coding	Trim24
ENSRNOT00000060994.1	ENSRNOG00000048685	protein_coding	Olr1364
ENSRNOT00000052043.4	ENSRNOG00000030386	protein_coding	Cldn18
ENSRNOT00000083863.1	ENSRNOG00000016063	protein_coding	LOC361635
ENSRNOT00000050393.2	ENSRNOG00000016063	protein_coding	LOC361635
ENSRNOT00000087437.1	ENSRNOG00000024278	protein_coding	Rbm42
ENSRNOT00000031254.3	ENSRNOG00000024278	protein_coding	Rbm42
ENSRNOT00000073002.1	ENSRNOG00000048690	protein_coding	Olr1516
ENSRNOT00000009368.6	ENSRNOG00000007077	protein_coding	Fem1b
ENSRNOT00000050241.5	ENSRNOG00000029249	protein_coding	Vom2r65
ENSRNOT00000048913.5	ENSRNOG00000029249	protein_coding	Vom2r65
ENSRNOT00000005618.5	ENSRNOG00000004198	protein_coding	Stxbp6
ENSRNOT00000001640.6	ENSRNOG00000001225	protein_coding	Fam207a
ENSRNOT00000080215.1	ENSRNOG00000014815	protein_coding	Myoz2
ENSRNOT00000065361.1	ENSRNOG00000014815	protein_coding	Myoz2
ENSRNOT00000057350.2	ENSRNOG00000037782	protein_coding	Gkn3
ENSRNOT00000002649.5	ENSRNOG00000001930	protein_coding	Ccdc50
